<DATE>;<BALANCE>;<EQUITY>;<DEPOSIT LOAD>
2017.03.09 10:04;10836.00;10719.00;0.0000
2017.03.09 11:17;10836.00;10833.00;0.0000
2017.03.09 11:19;10836.00;10836.00;0.0000
2017.03.10 12:00;10876.00;10812.00;0.0000
2017.03.10 12:12;10876.00;10895.00;0.0000
2017.03.10 12:15;10876.00;10876.00;0.0000
2017.03.13 10:39;10907.00;10832.00;0.0000
2017.03.13 11:50;10907.00;10930.00;0.0000
2017.03.13 11:55;10907.00;10907.00;0.0000
2017.03.14 10:40;10856.00;10944.00;0.0000
2017.03.14 10:57;10856.00;10862.00;0.0000
2017.03.14 10:58;10856.00;10856.00;0.0000
2017.03.15 10:07;10917.00;10846.00;0.0000
2017.03.15 10:40;10917.00;10918.00;0.0000
2017.03.15 10:40;10917.00;10917.00;0.0000
2017.03.15 11:45;10943.00;10882.00;0.0000
2017.03.15 12:01;10943.00;10952.00;0.0000
2017.03.15 12:15;10943.00;10943.00;0.0000
2017.03.16 11:45;10886.00;10955.00;0.0000
2017.03.16 12:01;10886.00;10889.00;0.0000
2017.03.16 12:03;10886.00;10886.00;0.0000
2017.03.17 09:11;10829.00;10892.00;0.0000
2017.03.17 09:25;10829.00;10841.00;0.0000
2017.03.17 09:26;10829.00;10829.00;0.0000
2017.03.17 10:16;10887.00;10806.00;0.0000
2017.03.17 10:55;10887.00;10888.00;0.0000
2017.03.17 10:55;10887.00;10887.00;0.0000
2017.03.20 10:12;10836.00;10902.00;0.0000
2017.03.20 10:20;10836.00;10838.00;0.0000
2017.03.20 10:24;10836.00;10836.00;0.0000
2017.03.21 09:38;10894.00;10829.00;0.0000
2017.03.21 10:02;10894.00;10895.00;0.0000
2017.03.21 10:02;10894.00;10894.00;0.0000
2017.03.22 09:53;10926.00;10884.00;0.0000
2017.03.22 10:23;10926.00;10976.00;0.0000
2017.03.22 10:30;10926.00;10926.00;0.0000
2017.03.22 11:03;11023.00;10891.00;0.0000
2017.03.22 11:31;11023.00;11024.00;0.0000
2017.03.22 11:31;11023.00;11023.00;0.0000
2017.03.23 10:15;11066.00;11022.00;0.0000
2017.03.23 10:19;11066.00;11066.00;0.0000
2017.03.23 10:19;11066.00;11066.00;0.0000
2017.03.23 11:36;11016.00;11068.00;0.0000
2017.03.23 11:37;11016.00;11021.00;0.0000
2017.03.23 11:47;11016.00;11016.00;0.0000
2017.03.24 09:40;11096.00;10999.00;0.0000
2017.03.24 10:09;11096.00;11096.00;0.0000
2017.03.24 10:09;11096.00;11096.00;0.0000
2017.03.24 10:31;11081.00;11054.00;0.0000
2017.03.24 11:04;11081.00;11151.00;0.0000
2017.03.24 12:15;11081.00;11081.00;0.0000
2017.03.28 09:20;11129.00;11146.00;0.0000
2017.03.28 09:30;11129.00;11129.00;0.0000
2017.03.28 10:13;11161.00;11087.00;0.0000
2017.03.28 10:21;11161.00;11161.00;0.0000
2017.03.28 10:21;11161.00;11161.00;0.0000
2017.03.28 11:02;11229.00;11138.00;0.0000
2017.03.28 11:20;11229.00;11230.00;0.0000
2017.03.28 11:20;11229.00;11229.00;0.0000
2017.03.29 09:15;11285.00;11222.00;0.0000
2017.03.29 10:04;11285.00;11285.00;0.0000
2017.03.29 10:04;11285.00;11285.00;0.0000
2017.03.29 10:25;11304.00;11305.00;0.0000
2017.03.29 10:25;11304.00;11304.00;0.0000
2017.03.30 10:17;11364.00;11365.00;0.0000
2017.03.30 10:17;11364.00;11364.00;0.0000
2017.03.30 10:36;11396.00;11353.00;0.0000
2017.03.30 10:40;11396.00;11396.00;0.0000
2017.03.30 10:40;11396.00;11396.00;0.0000
2017.03.30 12:00;11397.00;11438.00;0.0000
2017.03.30 12:11;11397.00;11385.00;0.0000
2017.03.30 12:15;11397.00;11397.00;0.0000
2017.03.31 10:41;11456.00;11360.00;0.0000
2017.03.31 11:11;11456.00;11456.00;0.0000
2017.03.31 11:11;11456.00;11456.00;0.0000
2017.03.31 11:45;11474.00;11486.00;0.0000
2017.03.31 11:52;11474.00;11442.00;0.0000
2017.03.31 12:15;11474.00;11474.00;0.0000
2017.04.03 10:15;11518.00;11473.00;0.0000
2017.04.03 10:48;11518.00;11560.00;0.0000
2017.04.03 11:00;11518.00;11518.00;0.0000
2017.04.03 11:11;11468.00;11524.00;0.0000
2017.04.03 11:30;11468.00;11476.00;0.0000
2017.04.03 11:46;11468.00;11468.00;0.0000
2017.04.03 12:05;11510.00;11511.00;0.0000
2017.04.03 12:05;11510.00;11510.00;0.0000
2017.04.04 10:18;11557.00;11489.00;0.0000
2017.04.04 10:33;11557.00;11557.00;0.0000
2017.04.04 10:33;11557.00;11557.00;0.0000
2017.04.05 10:31;11632.00;11543.00;0.0000
2017.04.05 12:00;11632.00;11633.00;0.0000
2017.04.05 12:00;11632.00;11632.00;0.0000
2017.04.06 10:50;11660.00;11601.00;0.0000
2017.04.06 11:36;11660.00;11682.00;0.0000
2017.04.06 11:45;11660.00;11660.00;0.0000
2017.04.10 10:14;11758.00;11640.00;0.0000
2017.04.10 11:23;11758.00;11759.00;0.0000
2017.04.10 11:23;11758.00;11758.00;0.0000
2017.04.10 11:55;11748.00;11776.00;0.0000
2017.04.10 12:05;11748.00;11720.00;0.0000
2017.04.10 12:15;11748.00;11748.00;0.0000
2017.04.11 10:08;11794.00;11725.00;0.0000
